"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",

"Language"                             ,"original"                                                                                                                            ,"english"                                                                                                                             ,"czech"                                                                                                                                                    ,"german"                                                                                                                                                                                          ,"russian"                                                                                                                                                                                       ,"polish"                                                                                                                                                               ,"hungarian"                                                                                                                                                                 ,"italian"                                                                                                                                                          ,"spanish"                                                                                                                                                                 ,"french"                                                                                                                                                                                                                  ,"chinese"                                                                              ,"japanese"                                                                                                                       ,"portuguese"                                                                                                                                                        ,"chinesesimp"                                                                          ,
"STR_Freezestone_silver"               ,"Silver Ore"                                                                                                                          ,"Silver Ore"                                                                                                                          ,"Stříbrná ruda"                                                                                                                                            ,"Silbererz"                                                                                                                                                                                       ,"Серебряная руда"                                                                                                                                                                               ,"Ruda srebra"                                                                                                                                                          ,"Ezüstérc"                                                                                                                                                                  ,"Minerale d'argento"                                                                                                                                               ,"Mineral de plata"                                                                                                                                                        ,"Minerai d'argent"                                                                                                                                                                                                        ,"银矿石"                                                                               ,"銀鉱石"                                                                                                                         ,"Minério de prata"                                                                                                                                                  ,"银矿石"
"STR_Freezestone_tin"                  ,"Tin Ore"                                                                                                                             ,"Tin Ore"                                                                                                                             ,"Cínová ruda"                                                                                                                                              ,"Zinnerz"                                                                                                                                                                                         ,"Оловянная руда"                                                                                                                                                                                ,"Ruda cyny"                                                                                                                                                            ,"Ónérc"                                                                                                                                                                     ,"Minerale di stagno"                                                                                                                                               ,"Mineral de estaño"                                                                                                                                                       ,"Minerai d'étain"                                                                                                                                                                                                         ,"锡矿石"                                                                               ,"錫鉱石"                                                                                                                         ,"Minério de estanho"                                                                                                                                                ,"锡矿石"
"STR_Freezestone_uranium"              ,"Uranium Ore"                                                                                                                         ,"Uranium Ore"                                                                                                                         ,"Uranová ruda"                                                                                                                                             ,"Uranerz"                                                                                                                                                                                         ,"Урановая руда"                                                                                                                                                                                 ,"Ruda uranu"                                                                                                                                                           ,"Uránérc"                                                                                                                                                                   ,"Minerale di uranio"                                                                                                                                               ,"Mineral de uranio"                                                                                                                                                       ,"Minerai d'uranium"                                                                                                                                                                                                       ,"铀矿石"                                                                               ,"ウラン鉱石"                                                                                                                     ,"Minério de urânio"                                                                                                                                                 ,"铀矿石"
"STR_Freezestone_sulphur"              ,"Sulphur Ore"                                                                                                                         ,"Sulphur Ore"                                                                                                                         ,"Sírová ruda"                                                                                                                                              ,"Schwefelerz"                                                                                                                                                                                     ,"Серная руда"                                                                                                                                                                                   ,"Ruda siarki"                                                                                                                                                          ,"Kénérc"                                                                                                                                                                    ,"Minerale di zolfo"                                                                                                                                                ,"Mineral de azufre"                                                                                                                                                       ,"Minerai de soufre"                                                                                                                                                                                                       ,"硫磺矿石"                                                                             ,"硫黄鉱石"                                                                                                                       ,"Minério de enxofre"                                                                                                                                                ,"硫磺矿石"
"STR_Freezestone_sulphur_desc"         ,"Ore obtained from a mining node, rich in sulphur, ready to be processed."                                                            ,"Ore obtained from a mining node, rich in sulphur, ready to be processed."                                                            ,"Ruda získaná z těžebního uzlu, bohatá na síru, připravená k dalšímu zpracování."                                                                          ,"Erz aus einem Abbauknoten, reich an Schwefel, bereit zur Weiterverarbeitung."                                                                                                                    ,"Руда, полученная из добычного узла, богатая серой, готовая к переработке."                                                                                                                     ,"Ruda pozyskana z węzła górniczego, bogata w siarkę, gotowa do przetworzenia."                                                                                         ,"Érc egy bányászati csomópontból, gazdag kénben, feldolgozásra kész."                                                                                                       ,"Minerale ottenuto da un nodo di estrazione, ricco di zolfo, pronto per essere lavorato."                                                                          ,"Mineral obtenido de un nodo minero, rico en azufre, listo para ser procesado."                                                                                           ,"Minerai obtenu à partir d'un nœud minier, riche en soufre, prêt à être traité."                                                                                                                                          ,"从采矿节点获得的矿石，富含硫，准备进行处理。"                                         ,"採掘ノードから得られた硫黄が豊富な鉱石で、処理の準備が整っています。"                                                           ,"Minério obtido de um nó de mineração, rico em enxofre, pronto para ser processado."                                                                                ,"从采矿节点获得的矿石，富含硫，准备进行处理。"
"STR_FreezeNugget_base_desc"           ,"A refined nugget derived from smelting raw ore."                                                                                     ,"A refined nugget derived from smelting raw ore."                                                                                     ,"Zpracovaný nuget získaný tavením rudy."                                                                                                                   ,"Ein veredelter Nugget, der durch das Schmelzen von Roherz gewonnen wird."                                                                                                                        ,"Очищенный самородок, полученный в результате плавки руды."                                                                                                                                     ,"Rafinowany samorodek uzyskany przez wytapianie rudy."                                                                                                                 ,"Egy finomított rög, amelyet az ércek olvasztásával nyernek."                                                                                                               ,"Un lingotto raffinato ottenuto dalla fusione di minerale grezzo."                                                                                                 ,"Un lingote refinado obtenido de la fundición de mineral."                                                                                                                ,"Un lingot raffiné obtenu par la fusion du minerai brut."                                                                                                                                                                 ,"通过熔炼矿石获得的精炼块。"                                                           ,"精錬された鉱石を溶かして得られた精製ナゲット。"                                                                                 ,"Um lingote refinado derivado da fusão de minério bruto."                                                                                                           ,"通过熔炼矿石获得的精炼块。"
"STR_FreezeNugget_gold"                ,"Gold Nugget"                                                                                                                         ,"Gold Nugget"                                                                                                                         ,"Zlatý nuget"                                                                                                                                              ,"Goldnugget"                                                                                                                                                                                      ,"Золотой самородок"                                                                                                                                                                             ,"Samorodek złota"                                                                                                                                                      ,"Aranyrög"                                                                                                                                                                  ,"Pepita d'oro"                                                                                                                                                     ,"Pepita de oro"                                                                                                                                                           ,"Pépite d'or"                                                                                                                                                                                                             ,"金块"                                                                                 ,"金の塊"                                                                                                                         ,"Pepita de ouro"                                                                                                                                                    ,"金块"
"STR_FreezeRef_Sulphur"                ,"Refined Sulphur"                                                                                                                     ,"Refined Sulphur"                                                                                                                     ,"Rafinovaná síra"                                                                                                                                          ,"Raffiniertes Schwefel"                                                                                                                                                                           ,"Очищенная сера"                                                                                                                                                                                ,"Rafinowana siarka"                                                                                                                                                    ,"Finomított kén"                                                                                                                                                            ,"Zolfo raffinato"                                                                                                                                                  ,"Azufre refinado"                                                                                                                                                         ,"Soufre raffiné"                                                                                                                                                                                                          ,"精制硫磺"                                                                             ,"精製された硫黄"                                                                                                                 ,"Enxofre refinado"                                                                                                                                                  ,"精制硫磺"
"STR_FreezeRef_Sulphur_desc"           ,"High-purity sulphur extracted from smelting ore."                                                                                    ,"High-purity sulphur extracted from smelting ore."                                                                                    ,"Vysoká čistota síry extrahovaná tavením rudy."                                                                                                            ,"Schwefel hoher Reinheit, extrahiert durch das Schmelzen von Erz."                                                                                                                                ,"Сера высокой чистоты, извлеченная из плавки руды."                                                                                                                                             ,"Siarka wysokiej czystości, pozyskiwana z wytapiania rudy."                                                                                                            ,"Magas tisztaságú kén, amelyet érc olvasztásával nyernek ki."                                                                                                               ,"Zolfo ad alta purezza estratto dalla fusione del minerale."                                                                                                       ,"Azufre de alta pureza extraído de la fundición de mineral."                                                                                                              ,"Soufre de haute pureté extrait de la fusion de minerai."                                                                                                                                                                 ,"通过熔炼矿石提取的高纯度硫磺。"                                                       ,"鉱石を精錬して抽出された高純度の硫黄。"                                                                                         ,"Enxofre de alta pureza extraído da fusão de minério."                                                                                                              ,"通过熔炼矿石提取的高纯度硫磺。"
"STR_FreezeNugget_copper"              ,"Copper Nugget"                                                                                                                       ,"Copper Nugget"                                                                                                                       ,"Měděný nuget"                                                                                                                                             ,"Kupfernugget"                                                                                                                                                                                    ,"Медный самородок"                                                                                                                                                                              ,"Samorodek miedzi"                                                                                                                                                     ,"Rézrög"                                                                                                                                                                    ,"Pepita di rame"                                                                                                                                                   ,"Pepita de cobre"                                                                                                                                                         ,"Pépite de cuivre"                                                                                                                                                                                                        ,"铜块"                                                                                 ,"銅の塊"                                                                                                                         ,"Pepita de cobre"                                                                                                                                                   ,"铜块"
"STR_FreezeNugget_iron"                ,"Iron Nugget"                                                                                                                         ,"Iron Nugget"                                                                                                                         ,"Železný nuget"                                                                                                                                            ,"Eisennugget"                                                                                                                                                                                     ,"Железный самородок"                                                                                                                                                                            ,"Samorodek żelaza"                                                                                                                                                     ,"Vasrög"                                                                                                                                                                    ,"Pepita di ferro"                                                                                                                                                  ,"Pepita de hierro"                                                                                                                                                        ,"Pépite de fer"                                                                                                                                                                                                           ,"铁块"                                                                                 ,"鉄の塊"                                                                                                                         ,"Pepita de ferro"                                                                                                                                                   ,"铁块"
"STR_FreezeNugget_silver"              ,"Silver Nugget"                                                                                                                       ,"Silver Nugget"                                                                                                                       ,"Stříbrný nuget"                                                                                                                                           ,"Silbernugget"                                                                                                                                                                                    ,"Серебряный самородок"                                                                                                                                                                          ,"Samorodek srebra"                                                                                                                                                     ,"Ezüströg"                                                                                                                                                                  ,"Pepita d'argento"                                                                                                                                                 ,"Pepita de plata"                                                                                                                                                         ,"Pépite d'argent"                                                                                                                                                                                                         ,"银块"                                                                                 ,"銀の塊"                                                                                                                         ,"Pepita de prata"                                                                                                                                                   ,"银块"
"STR_FreezeNugget_tin"                 ,"Tin Nugget"                                                                                                                          ,"Tin Nugget"                                                                                                                          ,"Cínový nuget"                                                                                                                                             ,"Zinnnugget"                                                                                                                                                                                      ,"Оловянный самородок"                                                                                                                                                                           ,"Samorodek cyny"                                                                                                                                                       ,"Ón rög"                                                                                                                                                                    ,"Pepita di stagno"                                                                                                                                                 ,"Pepita de estaño"                                                                                                                                                        ,"Pépite d'étain"                                                                                                                                                                                                          ,"锡块"                                                                                 ,"錫の塊"                                                                                                                         ,"Pepita de estanho"                                                                                                                                                 ,"锡块"
"STR_FreezeNugget_uranium"             ,"Uranium Nugget"                                                                                                                      ,"Uranium Nugget"                                                                                                                      ,"Uraniový nuget"                                                                                                                                           ,"Urannugget"                                                                                                                                                                                      ,"Урановый самородок"                                                                                                                                                                            ,"Samorodek uranu"                                                                                                                                                      ,"Uránrög"                                                                                                                                                                   ,"Pepita di uranio"                                                                                                                                                 ,"Pepita de uranio"                                                                                                                                                        ,"Pépite d'uranium"                                                                                                                                                                                                        ,"铀块"                                                                                 ,"ウランの塊"                                                                                                                     ,"Pepita de urânio"                                                                                                                                                  ,"铀块"
"STR_FreezeFurnace_Kit"                ,"Smelting Furnace Kit"                                                                                                                ,"Smelting Furnace Kit"                                                                                                                ,"Sada na tavení"                                                                                                                                           ,"Schmelzofenset"                                                                                                                                                                                  ,"Комплект плавильной печи"                                                                                                                                                                      ,"Zestaw pieca do wytapiania"                                                                                                                                           ,"Olvasztókészlet"                                                                                                                                                           ,"Kit del forno di fusione"                                                                                                                                         ,"Kit de fundición"                                                                                                                                                        ,"Kit de fusion"                                                                                                                                                                                                           ,"冶炼炉套件"                                                                           ,"精錬炉キット"                                                                                                                   ,"Kit de fundição"                                                                                                                                                   ,"冶炼炉套件"
"STR_FreezeFurnace_Kit_desc"           ,"Furnace kit can be deployed to smelt down ores into nuggets."                                                                        ,"Furnace kit can be deployed to smelt down ores into nuggets."                                                                        ,"Sadu na pec lze použít k tavení rud na nugety."                                                                                                           ,"Das Ofenset kann verwendet werden, um Erze zu Nuggets zu schmelzen."                                                                                                                             ,"Набор для печи можно развернуть, чтобы плавить руды в самородки."                                                                                                                              ,"Zestaw pieca można użyć do wytapiania rud w samorodki."                                                                                                               ,"Az olvasztókészletet ki lehet helyezni, hogy az érceket nuggetekké olvassza."                                                                                              ,"Il kit del forno può essere utilizzato per fondere i minerali in pepite."                                                                                         ,"El kit de fundición se puede desplegar para fundir minerales en pepitas."                                                                                                ,"Le kit de fusion peut être déployé pour fondre les minerais en pépites."                                                                                                                                                 ,"冶炼炉套件可用于将矿石冶炼成矿块。"                                                   ,"炉のキットを展開して、鉱石をナゲットに精錬することができます。"                                                                 ,"O kit de fundição pode ser utilizado para fundir minérios em pepitas."                                                                                             ,"冶炼炉套件可用于将矿石冶炼成矿块。"
"STR_FreezeAnvil_Kit"                  ,"Crafting Anvil Kit"                                                                                                                  ,"Crafting Anvil Kit"                                                                                                                  ,"Sada na výrobu kovadliny"                                                                                                                                 ,"Amboss-Set"                                                                                                                                                                                      ,"Комплект наковальни для крафта"                                                                                                                                                                ,"Zestaw kowadła do wykuwania"                                                                                                                                          ,"Kovácsoló üllő készlet"                                                                                                                                                    ,"Kit per incudine da lavorazione"                                                                                                                                  ,"Kit de forja de yunque"                                                                                                                                                  ,"Kit d'enclume d'artisanat"                                                                                                                                                                                               ,"锻造铁砧套件"                                                                         ,"鍛冶用金床セット"                                                                                                               ,"Kit de forja de bigorna"                                                                                                                                           ,"锻造铁砧套件"
"STR_FreezeAnvil_Kit_desc"             ,"Anvil kit can be deployed to craft nuggets into bars."                                                                               ,"Anvil kit can be deployed to craft nuggets into bars."                                                                               ,"Sadu na kovadlinu lze použít k výrobě nugetů na pruty."                                                                                                   ,"Das Amboss-Set kann verwendet werden, um Nuggets zu Barren zu schmieden."                                                                                                                        ,"Набор для наковальни можно развернуть, чтобы изготавливать самородки в слитки."                                                                                                                ,"Zestaw kowadła można użyć do wykuwania samorodków w sztabki."                                                                                                         ,"Az üllő készletet ki lehet helyezni, hogy a nuggeteket rudakká alakítsa."                                                                                                  ,"Il kit per incudine può essere utilizzato per forgiare pepite in barre."                                                                                          ,"El kit de yunque se puede desplegar para forjar pepitas en lingotes."                                                                                                    ,"Le kit d'enclume peut être déployé pour forger des pépites en lingots."                                                                                                                                                  ,"铁砧套件可用于将矿块锻造成条块。"                                                     ,"金床のセットを展開して、ナゲットをバーにクラフトすることができます。"                                                           ,"O kit de bigorna pode ser utilizado para forjar pepitas em barras."                                                                                                ,"铁砧套件可用于将矿块锻造成条块。"
"STR_FreezeGrindingStone_Kit"          ,"Grinding Stone Kit"                                                                                                                  ,"Grinding Stone Kit"                                                                                                                  ,"Sada na broušení kamene"                                                                                                                                  ,"Schleifsteinsatz"                                                                                                                                                                                ,"Комплект шлифовального камня"                                                                                                                                                                  ,"Zestaw kamienia szlifierskiego"                                                                                                                                       ,"Csiszolókő készlet"                                                                                                                                                        ,"Kit per mola"                                                                                                                                                     ,"Kit de piedra de moler"                                                                                                                                                  ,"Kit de meule"                                                                                                                                                                                                            ,"磨石套件"                                                                             ,"研磨石キット"                                                                                                                   ,"Kit de pedra de amolar"                                                                                                                                            ,"磨石套件"
"STR_FreezeGrindingStone_Kit_desc"     ,"Grinding stone can cut down raw gems."                                                                                               ,"Grinding stone can cut down raw gems."                                                                                               ,"Brusný kámen může řezat surové drahokamy."                                                                                                                ,"Der Schleifstein kann rohe Edelsteine schneiden."                                                                                                                                                ,"Шлифовальный камень может резать необработанные драгоценные камни."                                                                                                                            ,"Kamień szlifierski może szlifować surowe kamienie szlachetne."                                                                                                        ,"A csiszolókő nyers drágaköveket vághat."                                                                                                                                   ,"La mola può tagliare le gemme grezze."                                                                                                                            ,"La piedra de moler puede cortar gemas en bruto."                                                                                                                         ,"La meule peut tailler des gemmes brutes."                                                                                                                                                                                ,"磨石可以切割原石。"                                                                   ,"研磨石は原石を切ることができます。"                                                                                             ,"A pedra de amolar pode cortar gemas brutas."                                                                                                                       ,"磨石可以切割原石。"
"STR_CraftAdamantite"                  ,"Craft Adamantite Bar"                                                                                                                ,"Craft Adamantite Bar"                                                                                                                ,"Vyrobte adamantitovou tyč"                                                                                                                                ,"Adamantitbarren herstellen"                                                                                                                                                                      ,"Создание адамантитового слитка"                                                                                                                                                                ,"Wykonaj sztabkę adamantytu"                                                                                                                                           ,"Készíts adamantit rudat"                                                                                                                                                   ,"Crea una barra di adamantite"                                                                                                                                     ,"Elaborar barra de adamantita"                                                                                                                                            ,"Fabriquer une barre d'adamantite"                                                                                                                                                                                        ,"制作精金锭"                                                                           ,"精金バーを作る"                                                                                                                 ,"Criar Barra de Adamantita"                                                                                                                                         ,"制作精金锭"
